age,workclass,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,original_label,original_prediction,final_prediction,IsCorrect,IsAdversarial,score_before_attack,score_after_attack
35,Private,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,1,1,1,True,False,0.9370444839330502,0.9370444839330502
51,Local-gov,11th,9,Married-spouse-absent,Transport-moving,Husband,White,Male,0,0,40,Laos,1,1,0,True,True,0.7054495614604714,0.3665530267499374
42,Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,50,United-States,1,1,1,True,False,0.9235178627663558,0.9235178627663558
55,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1,1,1,True,False,0.9241593091217635,0.9241593091217635
47,Private,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,43,Cambodia,0,0,1,True,True,0.25887919252687874,0.8271529558083046
49,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,1,1,1,True,False,0.6527660711853904,0.6527660711853904
22,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Other,Male,0,0,40,Dominican-Republic,0,0,0,True,False,0.03915007811844812,0.03915007811844812
36,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0,0,0,True,False,0.45822638721362846,0.45822638721362846
45,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,70,United-States,0,1,1,False,False,0.5906417069930402,0.5906417069930402
33,State-gov,Bachelors,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,1,1,0,True,True,0.705965678720576,0.44845987115627256
32,Private,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,60,United-States,0,0,0,True,False,0.0601971818355097,0.0601971818355097
46,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,45,United-States,1,1,1,True,False,0.993326940291326,0.993326940291326
54,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1,1,1,True,False,0.958267367956538,0.958267367956538
35,Private,Some-college,10,Divorced,Priv-house-serv,Not-in-family,White,Male,0,0,46,Canada,0,0,1,True,True,0.15314106163787872,0.5016851684557905
39,Private,Assoc-acdm,12,Separated,Prof-specialty,Not-in-family,White,Female,0,0,30,United-States,0,0,0,True,False,0.0760873618603377,0.0760873618603377
56,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,8614,0,55,United-States,1,1,1,True,False,0.9951481286496002,0.9951481286496002
42,Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,99,United-States,1,1,1,True,False,0.993984471799799,0.993984471799799
30,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,China,1,1,0,True,True,0.606426459168997,0.3013047067627904
26,Private,Bachelors,13,Divorced,Adm-clerical,Wife,White,Female,0,0,20,United-States,0,0,1,True,True,0.01622029561558981,0.7428445866077268
45,Private,Some-college,10,Divorced,Transport-moving,Not-in-family,White,Male,0,0,50,United-States,0,0,0,True,False,0.27440502001356226,0.27440502001356226
43,Private,10th,6,Never-married,Machine-op-inspct,Not-in-family,Black,Male,0,0,40,United-States,0,0,0,True,False,0.03363242545330516,0.03363242545330516
50,Private,10th,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,4064,0,50,Japan,0,0,1,True,True,0.2967406489227142,0.5581513964529151
52,Private,7th-8th,10,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,Male,0,0,38,India,1,1,0,True,True,0.7891735722696698,0.4093111336480582
33,Private,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,Other,Male,0,0,40,Japan,1,0,0,False,False,0.24978696694034483,0.24978696694034483
29,Self-emp-not-inc,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States,0,0,0,True,False,0.029555869993660045,0.029555869993660045
39,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,0,0,28,United-States,1,1,0,True,True,0.8540879686665347,0.46714241979425825
30,Private,11th,9,Separated,Transport-moving,Not-in-family,White,Male,4931,0,40,Iran,0,0,1,True,True,0.2241825146044858,0.5540897528077594
63,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,21,United-States,0,0,0,True,False,0.11156409900443555,0.11156409900443555
36,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,10,United-States,0,1,1,False,False,0.6004441244274921,0.6004441244274921
34,Local-gov,Some-college,10,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,United-States,0,1,1,False,False,0.5708672923117183,0.5708672923117183
46,Private,HS-grad,9,Separated,Priv-house-serv,Husband,White,Male,0,0,57,Thailand,1,1,0,True,True,0.8171861661425528,0.20697208303415282
46,Federal-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,40,United-States,1,1,1,True,False,0.997689240330593,0.997689240330593
23,Private,HS-grad,9,Never-married,Protective-serv,Own-child,Amer-Indian-Eskimo,Male,0,0,40,United-States,0,0,0,True,False,0.015459061016404934,0.015459061016404934
28,State-gov,Assoc-acdm,12,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,Mexico,0,0,0,True,False,0.014609611877668863,0.014609611877668863
39,Self-emp-not-inc,11th,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2001,50,United-States,1,1,0,True,True,0.9892361342051389,0.2415117724219069
58,Local-gov,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,0,0,0,True,False,0.049267128452525996,0.049267128452525996
22,Private,Assoc-voc,11,Never-married,Sales,Not-in-family,White,Female,0,0,37,United-States,0,0,0,True,False,0.011639282885873516,0.011639282885873516
40,Private,11th,10,Married-civ-spouse,Armed-Forces,Wife,White,Male,0,0,35,United-States,0,0,1,True,True,0.2531988866559686,0.7711276419576227
31,Private,HS-grad,9,Divorced,Other-service,Unmarried,White,Male,0,0,40,United-States,0,0,0,True,False,0.026337993460360046,0.026337993460360046
51,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,48,United-States,0,1,1,False,False,0.7453311403440904,0.7453311403440904
60,Private,Some-college,10,Married-spouse-absent,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,0,0,0,True,False,0.0649700063697839,0.0649700063697839
28,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0,0,0,True,False,0.04735985379884044,0.04735985379884044
58,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,40,United-States,0,1,1,False,False,0.9050565250324633,0.9050565250324633
25,Private,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female,0,0,20,United-States,0,0,0,True,False,0.020682415943414856,0.020682415943414856
59,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,30,Italy,0,0,0,True,False,0.16342607591096273,0.16342607591096273
26,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,1,0,0,False,False,0.47911056967062937,0.47911056967062937
28,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,60,United-States,0,0,0,True,False,0.015179524435222724,0.015179524435222724
33,Private,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,0,0,0,True,False,0.0264179116714446,0.0264179116714446
32,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,15024,0,50,United-States,1,1,1,True,False,0.9901193633727042,0.9901193633727042
40,Self-emp-not-inc,5th-6th,3,Married-civ-spouse,Craft-repair,Husband,Other,Male,0,0,8,Guatemala,0,0,0,True,False,0.10109106334559459,0.10109106334559459
33,Private,Prof-school,15,Married-civ-spouse,Exec-managerial,Other-relative,White,Female,0,0,39,United-States,1,1,0,True,True,0.8504291829217413,0.38072266355143847
48,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,7688,0,40,United-States,1,1,1,True,False,0.9920531375156397,0.9920531375156397
20,Private,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,28,United-States,0,0,0,True,False,0.003995188944236412,0.003995188944236412
27,Private,12th,8,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,0,0,0,True,False,0.01739472201075629,0.01739472201075629
21,State-gov,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,35,United-States,0,0,0,True,False,0.0037911191989927354,0.0037911191989927354
36,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,65,United-States,0,0,0,True,False,0.11638433240300962,0.11638433240300962
25,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,0,0,0,True,False,0.013575638737395583,0.013575638737395583
36,Private,Some-college,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1762,40,Japan,1,1,0,True,True,0.9878105425933156,0.45518130891981723
45,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,15024,0,40,United-States,1,1,1,True,False,0.9939656797102814,0.9939656797102814
46,Private,Bachelors,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1672,50,Outlying-US(Guam-USVI-etc),1,1,0,True,True,0.9938083221035858,0.26976817490961713
43,Private,HS-grad,9,Married-civ-spouse,Sales,Other-relative,White,Female,0,0,44,Poland,0,0,0,True,False,0.3038801734555399,0.3038801734555399
34,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,1,1,1,True,False,0.5839217529440629,0.5839217529440629
31,Private,Masters,14,Married-spouse-absent,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,66,China,1,1,0,True,True,0.9524259033033512,0.489721694247972
44,Local-gov,Assoc-voc,11,Never-married,Craft-repair,Wife,White,Male,0,0,44,Philippines,0,0,1,True,True,0.22458086046629425,0.7641276001092053
32,Private,Prof-school,15,Married-spouse-absent,Prof-specialty,Husband,White,Female,0,0,98,Cuba,1,1,0,True,True,0.9264670755656631,0.3544895742280782
60,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,15024,0,48,United-States,1,1,1,True,False,0.9947786582042958,0.9947786582042958
17,Private,11th,7,Never-married,Protective-serv,Own-child,White,Female,0,0,30,United-States,0,0,0,True,False,0.0034271197544807927,0.0034271197544807927
53,Federal-gov,10th,9,Married-civ-spouse,Sales,Husband,Black,Male,5178,0,40,United-States,0,0,1,True,True,0.3153905533022382,0.9410286946376316
41,Without-pay,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Cuba,0,0,1,True,True,0.39674700191143264,0.5122102128913864
66,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,10605,0,40,United-States,1,1,1,True,False,0.9978545117666028,0.9978545117666028
58,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,15024,0,40,United-States,1,1,1,True,False,0.9909241608749385,0.9909241608749385
26,Private,HS-grad,9,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,0,0,0,True,False,0.023961281085395515,0.023961281085395515
22,Private,11th,7,Never-married,Sales,Unmarried,White,Female,0,0,25,United-States,0,0,0,True,False,0.0036233221737052984,0.0036233221737052984
39,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,1,0,0,False,False,0.4735721947460394,0.4735721947460394
55,Private,5th-6th,3,Widowed,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,0,0,0,True,False,0.005479198851867257,0.005479198851867257
54,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0,1,1,False,False,0.6217829930853918,0.6217829930853918
34,Local-gov,HS-grad,9,Never-married,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,0,0,40,United-States,0,0,0,True,False,0.03616411568305623,0.03616411568305623
45,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,0,1,1,False,False,0.689104805299758,0.689104805299758
34,Self-emp-not-inc,HS-grad,9,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,1,0,0,False,False,0.1427966889715014,0.1427966889715014
28,Private,Masters,15,Married-spouse-absent,Protective-serv,Husband,White,Female,0,0,39,Trinadad&Tobago,1,1,0,True,True,0.5536040323508599,0.496708806733029
21,Private,Some-college,10,Never-married,Prof-specialty,Own-child,White,Male,0,0,10,United-States,0,0,0,True,False,0.008068768044131829,0.008068768044131829
46,Private,12th,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,1,1,False,False,0.5415985318990908,0.5415985318990908
22,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,0,0,0,True,False,0.0050760877597177765,0.0050760877597177765
51,State-gov,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,37,United-States,1,0,0,False,False,0.14516610149436648,0.14516610149436648
42,Self-emp-not-inc,Some-college,10,Divorced,Craft-repair,Unmarried,White,Male,0,0,55,United-States,0,0,0,True,False,0.13193388238351478,0.13193388238351478
47,State-gov,Bachelors,13,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,0,1,1,False,False,0.8507493579844507,0.8507493579844507
39,Self-emp-not-inc,Preschool,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,65,United-States,0,0,1,True,True,0.295794483506163,0.5032332139382925
57,Private,HS-grad,9,Divorced,Adm-clerical,Other-relative,Black,Female,0,0,40,United-States,0,0,0,True,False,0.051632463588160676,0.051632463588160676
53,State-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,0,1,1,False,False,0.7141180605574464,0.7141180605574464
22,Private,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,18,United-States,0,0,0,True,False,0.0048761050453598916,0.0048761050453598916
30,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Other-relative,Amer-Indian-Eskimo,Female,0,0,40,Philippines,1,1,0,True,True,0.911726315176929,0.17654868534636822
90,Local-gov,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,20051,0,60,United-States,1,1,1,True,False,0.8665033319374277,0.8665033319374277
28,State-gov,11th,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,France,0,0,1,True,True,0.15732267651162674,0.5043143482842547
35,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,1,1,1,True,False,0.8378927661186523,0.8378927661186523
23,Private,HS-grad,9,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,0,0,0,True,False,0.008464469360829069,0.008464469360829069
19,Local-gov,Some-college,10,Never-married,Prof-specialty,Own-child,White,Female,0,0,30,United-States,0,0,0,True,False,0.005958921760617882,0.005958921760617882
19,Private,12th,8,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,0,0,0,True,False,0.00701028871838278,0.00701028871838278
43,Private,Doctorate,16,Separated,Exec-managerial,Not-in-family,White,Female,14084,0,60,United-States,1,1,1,True,False,0.9943541371433993,0.9943541371433993
22,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,55,United-States,0,0,0,True,False,0.0061487433819518355,0.0061487433819518355
55,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0,1,1,False,False,0.6395069464322646,0.6395069464322646
28,Private,7th-8th,4,Divorced,Other-service,Unmarried,White,Female,0,0,50,United-States,0,0,0,True,False,0.01790888785508368,0.01790888785508368
28,Private,12th,8,Never-married,Handlers-cleaners,Unmarried,White,Male,0,0,40,Mexico,0,0,0,True,False,0.010343404909007418,0.010343404909007418
45,Private,11th,10,Married-civ-spouse,Craft-repair,Husband,White,Male,2635,0,43,Japan,0,0,1,True,True,0.4039760083973375,0.5370841551750253
44,Private,HS-grad,9,Married-spouse-absent,Exec-managerial,Wife,White,Female,2977,0,40,India,1,1,0,True,True,0.9310705517136189,0.22438035422978572
41,State-gov,12th,9,Married-civ-spouse,Protective-serv,Husband,Black,Female,0,0,68,Yugoslavia,1,1,0,True,True,0.8845597277060342,0.4454815498158333
26,Private,HS-grad,9,Never-married,Sales,Not-in-family,Other,Male,0,0,40,United-States,0,0,0,True,False,0.027304560156092516,0.027304560156092516
21,Private,Some-college,10,Never-married,Protective-serv,Not-in-family,Black,Female,99999,0,40,United-States,1,1,1,True,False,0.8871497982253332,0.8871497982253332
60,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,3781,0,16,United-States,0,1,1,False,False,0.5532555689946604,0.5532555689946604
60,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,38,United-States,0,0,0,True,False,0.10509425242746565,0.10509425242746565
48,State-gov,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,50,United-States,1,1,1,True,False,0.9985736790245817,0.9985736790245817
35,Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,1,1,1,True,False,0.962011757840579,0.962011757840579
36,State-gov,HS-grad,9,Married-civ-spouse,Exec-managerial,Other-relative,White,Male,0,0,60,Vietnam,1,1,0,True,True,0.6979906341190695,0.399330982433153
43,State-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,0,0,1,True,True,0.27289249465614607,0.6322495364116957
35,Private,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,Dominican-Republic,1,1,1,True,False,0.5574082630989001,0.5574082630989001
47,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,1,1,1,True,False,0.8617970287684951,0.8617970287684951
52,Self-emp-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,1,1,1,True,False,0.8765075772435467,0.8765075772435467
41,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Own-child,White,Male,0,0,40,United-States,1,0,0,False,False,0.4859288464613833,0.4859288464613833
31,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,0,0,True,False,0.45294923937132814,0.45294923937132814
76,Self-emp-inc,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,6514,0,40,United-States,1,1,1,True,False,0.9708750913869333,0.9708750913869333
17,Private,10th,6,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,0,0,0,True,False,0.005698191026420414,0.005698191026420414
22,Private,HS-grad,9,Never-married,Sales,Unmarried,White,Female,0,0,40,Peru,0,0,0,True,False,0.005638289127606727,0.005638289127606727
48,Private,Bachelors,13,Married-civ-spouse,Tech-support,Wife,White,Female,99999,0,40,United-States,1,1,1,True,False,0.9977261476178735,0.9977261476178735
54,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,United-States,1,0,0,False,False,0.45620640505946164,0.45620640505946164
52,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,United-States,1,1,1,True,False,0.7895316090517518,0.7895316090517518
38,Federal-gov,Preschool,11,Married-civ-spouse,Priv-house-serv,Husband,White,Male,0,2392,40,United-States,1,1,0,True,True,0.8437382603047902,0.497478612884444
39,Local-gov,Assoc-acdm,12,Married-spouse-absent,Craft-repair,Husband,White,Male,0,0,40,United-States,1,1,0,True,True,0.6029313578388643,0.4001704444704508
25,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,0,0,True,False,0.435313681718481,0.435313681718481
37,Federal-gov,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,1,0,0,False,False,0.08232021300180258,0.08232021300180258
26,Private,12th,8,Married-spouse-absent,Transport-moving,Unmarried,White,Male,0,0,40,Mexico,0,0,0,True,False,0.030659577541225298,0.030659577541225298
34,Private,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,37,Ireland,1,0,0,False,False,0.060876440213930204,0.060876440213930204
41,Private,HS-grad,9,Married-civ-spouse,Priv-house-serv,Husband,White,Male,0,0,40,Italy,1,1,0,True,True,0.7145144560525915,0.46968250825196906
61,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Other-relative,White,Female,0,0,35,United-States,1,1,0,True,True,0.9291936752034267,0.40516599135147213
36,Without-pay,Prof-school,13,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,213,40,France,1,1,0,True,True,0.8382721763794346,0.4319980750425109
32,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Cambodia,0,0,1,True,True,0.3612789276545881,0.6245399887942974
49,Federal-gov,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,56,United-States,1,1,1,True,False,0.9404690528835412,0.9404690528835412
41,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Other-relative,White,Female,0,213,40,United-States,1,1,0,True,True,0.7176671620794165,0.11922340755999598
33,Private,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0,0,0,True,False,0.077650022913371,0.077650022913371
24,Private,HS-grad,9,Married-AF-spouse,Farming-fishing,Husband,White,Female,0,0,60,Philippines,0,0,1,True,True,0.19080662601017523,0.5051151150995705
32,Self-emp-not-inc,HS-grad,9,Never-married,Exec-managerial,Not-in-family,Other,Male,0,0,20,Iran,0,0,0,True,False,0.04201445563955523,0.04201445563955523
23,Private,Assoc-voc,11,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,United-States,0,0,0,True,False,0.02291315705312787,0.02291315705312787
52,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,99999,0,30,United-States,1,1,1,True,False,0.9958285741286733,0.9958285741286733
52,Local-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,0,1,1,False,False,0.634967103287054,0.634967103287054
50,Private,9th,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2002,44,Philippines,1,1,0,True,True,0.9730427507488214,0.4389048148626659
47,Federal-gov,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0,0,0,True,False,0.21379389709792201,0.21379389709792201
35,Private,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,China,1,1,0,True,True,0.7395877980669348,0.49086352945766387
43,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,3103,0,40,United-States,1,1,1,True,False,0.9777777964669182,0.9777777964669182
42,Self-emp-not-inc,Prof-school,15,Divorced,Prof-specialty,Unmarried,White,Male,7430,0,40,United-States,1,1,1,True,False,0.9915327905687867,0.9915327905687867
48,Local-gov,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,1,0,0,False,False,0.37066170966931655,0.37066170966931655
55,Private,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,0,0,0,True,False,0.02510994512775656,0.02510994512775656
39,Private,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,1,1,1,True,False,0.7882483960367526,0.7882483960367526
44,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,70,United-States,1,1,1,True,False,0.9440717309872132,0.9440717309872132
58,Federal-gov,9th,9,Divorced,Handlers-cleaners,Husband,Asian-Pac-Islander,Female,0,0,40,Yugoslavia,1,1,0,True,True,0.8502765889623146,0.24202702413182733
47,Local-gov,Bachelors,15,Divorced,Prof-specialty,Unmarried,White,Female,0,0,45,United-States,0,0,1,True,True,0.4374087055606456,0.5189191881277898
49,Local-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,1,1,1,True,False,0.7942799614316873,0.7942799614316873
20,Private,Bachelors,15,Married-AF-spouse,Exec-managerial,Not-in-family,White,Female,0,0,30,France,0,0,1,True,True,0.011670787174710954,0.5473203914477892
29,Private,10th,6,Never-married,Craft-repair,Not-in-family,White,Male,0,0,43,United-States,0,0,0,True,False,0.08164326512756269,0.08164326512756269
41,Self-emp-inc,11th,10,Married-civ-spouse,Tech-support,Husband,White,Female,0,2001,55,United-States,1,1,0,True,True,0.9820996974328929,0.3641642371462356
57,Private,Some-college,6,Married-civ-spouse,Priv-house-serv,Husband,White,Male,0,0,40,Canada,0,0,1,True,True,0.26154944965941634,0.6087431055071888
27,Private,7th-8th,4,Divorced,Tech-support,Not-in-family,White,Female,0,0,50,United-States,0,0,0,True,False,0.0695998226170758,0.0695998226170758
30,Local-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,15024,0,40,United-States,1,1,1,True,False,0.9962421732954742,0.9962421732954742
54,Private,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,1,1,1,True,False,0.9249149265935392,0.9249149265935392
31,Private,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,55,United-States,0,0,0,True,False,0.060120497787604,0.060120497787604
36,Private,Assoc-voc,11,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,United-States,1,0,0,False,False,0.14605704369877587,0.14605704369877587
48,Private,5th-6th,9,Married-spouse-absent,Prof-specialty,Husband,White,Female,0,0,40,Yugoslavia,1,1,0,True,True,0.8490405627825727,0.37281902445315473
39,Private,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Female,14084,0,35,United-States,1,1,1,True,False,0.996322450572432,0.996322450572432
46,Federal-gov,11th,11,Married-spouse-absent,Exec-managerial,Wife,White,Female,0,0,28,Italy,0,0,1,True,True,0.03593739960215966,0.5101792321052901
32,Private,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,0,1,1,False,False,0.7216992072633301,0.7216992072633301
29,Self-emp-not-inc,Masters,14,Separated,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Female,0,0,40,Iran,0,0,1,True,True,0.03419289635958112,0.681355406984683
44,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,Germany,0,0,0,True,False,0.24192951221527015,0.24192951221527015
62,Self-emp-not-inc,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,1,0,0,False,False,0.20855965665661685,0.20855965665661685
45,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,57,United-States,0,0,1,True,True,0.43077523178390587,0.5304856469719497
23,Private,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,35,United-States,0,0,0,True,False,0.013190148569395684,0.013190148569395684
30,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1,0,0,False,False,0.46016690251936554,0.46016690251936554
46,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1,1,1,True,False,0.9550789956890176,0.9550789956890176
44,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,0,1,1,False,False,0.9061699322696078,0.9061699322696078
36,Private,HS-grad,9,Married-civ-spouse,Other-service,Wife,Amer-Indian-Eskimo,Female,0,0,4,Canada,0,0,1,True,True,0.23298981796170903,0.7323419812895907
